DrugBank ID,Name,CAS Number,PubChem Compound ID,PubChem_CID,CAS_Rn0,CAS_Rn1,CAS_Rn2,CAS_Rn3,CAS_Rn4,CAS_Rn5,CAS_Rn6,CAS_Rn7,CAS_Rn8,CAS_Rn9,CAS_Rn10
DB11986,Entrectinib,1108743-60-7,25141092.0,25141092,1108743-60-7,,,,,,,,,,
DB11989,Benznidazole,22994-85-0,31593.0,31593,22994-85-0,,,,,,,,,,
DB11994,Diacerein,13739-02-1,26248.0,26248,13739-02-1,,,,,,,,,,
DB11995,Avatrombopag,570406-98-3,9852519.0,9852519,570406-98-3,,,,,,,,,,
DB12001,Abemaciclib,1231929-97-7,46220502.0,46220502,1231929-97-7,,,,,,,,,,
DB12010,Fostamatinib,901119-35-5,11671467.0,11671467,901119-35-5,,,,,,,,,,
DB12015,Alpelisib,1217486-61-7,56649450.0,56649450,1217486-61-7,,,,,,,,,,
DB12020,Tecovirimat,869572-92-9,16124688.0,16124688,869572-92-9,,,,,,,,,,
DB12026,Voxilaprevir,1535212-07-7,89921642.0,89921642,1535212-07-7,,,,,,,,,,
DB12035,Sarecycline,1035654-66-0,54681908.0,54681908,1035654-66-0,,,,,,,,,,
DB12070,Letermovir,917389-32-3,,45138674,917389-32-3,,,,,,,,,,
DB12095,Telotristat ethyl,1033805-22-9,25025298.0,25181577,1033805-22-9,,,,,,,,,,
DB12107,Vaborbactam,1360457-46-0,56649692.0,56649692,1360457-46-0,,,,,,,,,,
DB12130,Lorlatinib,1454846-35-5,71731823.0,71731823,1454846-35-5,,,,,,,,,,
DB12141,Gilteritinib,1254053-43-4,49803313.0,49803313,1254053-43-4,,,,,,,,,,
DB12147,Erdafitinib,1346242-81-6,67462786.0,67462786,1346242-81-6,,,,,,,,,,
DB12161,Deutetrabenazine,1392826-25-3,73442840.0,73442840,1392826-25-3,,,,,,,,,,
DB12243,Edaravone,89-25-8,4021.0,4021,89-25-819735-89-8,89-25-8,,,,,,,,,
DB12245,Triclabendazole,68786-66-3,50248.0,50248,68786-66-3,,,,,,,,,,
DB12267,Brigatinib,1197953-54-0,68165256.0,68165256,1197953-54-0,,,,,,,,,,
DB12278,Propiverine,60569-19-9,4942.0,4942,60569-19-9,,,,,,,,,,
DB12301,Doravirine,1338225-97-0,58460047.0,58460047,1338225-97-0,,,,,,,,,,
DB12328,Cantharidin,56-25-7,5944.0,5944,56-25-7,,,,,,,,,,
DB12329,Eravacycline,1207283-85-9,54726192.0,54726192,1207283-85-9,,,,,,,,,,
DB12332,Rucaparib,283173-50-2,9931954.0,9931954,283173-50-2,,,,,,,,,,
DB12364,Betrixaban,330942-05-7,10275777.0,10275777,330942-05-7,,,,,,,,,,
DB12371,Siponimod,1230487-00-9,44599207.0,44599207,1230487-00-9,1230487-85-0,,,,,,,,,
DB12377,Relebactam,1174018-99-5,44129647.0,44129647,1174018-99-5,,,,,,,,,,
DB12404,Remimazolam,308242-62-8,9867812.0,9867812,308242-62-8,,,,,,,,,,
DB12455,Omadacycline,389139-89-3,54697325.0,54697325,389139-89-3,,,,,,,,,,
DB12457,Rimegepant,1289023-67-1,51049968.0,51049968,1289023-67-1,,,,,,,,,,
DB12466,Favipiravir,259793-96-9,492405.0,492405,259793-96-9,,,,,,,,,,
DB12483,Copanlisib,1032568-63-0,24989044.0,135565596,1032568-63-0,,,,,,,,,,
DB12499,Clascoterone,19608-29-8,11750009.0,11750009,19608-29-8,,,,,,,,,,
DB12500,Fedratinib,936091-26-8,16722836.0,16722836,936091-26-8,,,,,,,,,,
DB12532,Oxetacaine,126-27-2,4621.0,4621,126-27-2,,,,,,,,,,
DB12612,Ozanimod,1306760-87-1,52938427.0,52938427,1306760-87-1,,,,,,,,,,
DB12615,Plazomicin,1154757-24-0,42613186.0,42613186,1154757-24-0,,,,,,,,,,
DB12674,Lurbinectedin,497871-47-3,57327016.0,57327016,497871-47-3,,,,,,,,,,
DB12783,Benserazide,322-35-0,2327.0,2327,322-35-0,,,,,,,,,,
DB12808,Trifarotene,895542-09-3,11518241.0,11518241,895542-09-3,,,,,,,,,,
DB12825,Lefamulin,1061337-51-6,25185057.0,58076382,1061337-51-6,1061872-97-6,,,,,,,,,
DB12834,Secnidazole,3366-95-8,71815.0,71815,3366-95-8,,,,,,,,,,
DB12839,Pegvaliase,1585984-95-7,86278362.0,86278362,1585984-95-7,,,,,,,,,,
DB12865,Etelcalcetide,1262780-97-1,71511839.0,71511839,1262780-97-1,,,,,,,,,,
DB12887,Tazemetostat,1403254-99-8,66558664.0,66558664,1403254-99-8,,,,,,,,,,
DB12911,Nicoboxil,13912-80-6,14866.0,14866,13912-80-6,1322-29-8,,,,,,,,,
DB12924,Ozenoxacin,245765-41-7,9863827.0,9863827,245765-41-7,,,,,,,,,,
DB12942,Lactitol,585-86-4,157355.0,157355,585-86-4,81025-04-9,,,,,,,,,
DB12965,Silver,7440-22-4,23954.0,23954,7440-22-4,69011-54-7,,,,,,,,,
DB12978,Pexidartinib,1029044-16-3,25151352.0,25151352,1029044-16-3,,,,,,,,,,
DB13074,Macimorelin,381231-18-1,,9804938,381231-18-1,,,,,,,,,,
DB13125,Lusutrombopag,1110766-97-6,49843517.0,49843517,1110766-97-6,,,,,,,,,,
DB13139,Levosalbutamol,34391-04-3,123600.0,123600,34391-04-3,,,,,,,,,,
DB13142,Calcium glubionate anhydrous,97635-31-9,131704325.0,64776,97635-31-9,,,,,,,,,,
DB13145,Nedaplatin,95734-82-0,9548889.0,9548889,95734-82-0,,,,,,,,,,
DB13146,Fluciclovine (18F),222727-39-1,450601.0,450601,222727-39-1,,,,,,,,,,
DB13153,Levomenol,23089-26-1,442343.0,442343,23089-26-1,515-69-5,117147-90-7,,,,,,,,
DB13154,Parachlorophenol,106-48-9,4684.0,4684,106-48-9,,,,,,,,,,
DB13155,Esculin,531-75-9,5281417.0,5281417,531-75-9,,,,,,,,,,
DB13156,Inosine pranobex,36703-88-5,131704326.0,137229597,36703-88-5,,,,,,,,,,
DB13157,Sodium lauryl sulfoacetate,1847-58-1,23668827.0,23668827,1847-58-1,,,,,,,,,,
DB13158,Clobetasone,54063-32-0,71387.0,71387,54063-32-0,,,,,,,,,,
DB13163,Terpin hydrate,2451-01-6,17141.0,17141,2451-01-6,,,,,,,,,,
DB13167,Alclofenac,22131-79-9,30951.0,30951,22131-79-9,,,,,,,,,,
DB13170,Plecanatide,467426-54-6,70693500.0,70693500,467426-54-6,,,,,,,,,,
DB13178,Inositol,87-89-8,,892,551-72-4,643-12-9,6917-35-7,87-89-8,488-54-0,488-55-1,488-58-4,488-59-5,576-63-6,643-10-7,38876-99-2
DB13179,Troleandomycin,2751-09-9,202225.0,202225,2751-09-9,,,,,,,,,,
DB13180,Gluconic Acid,526-95-4,10690.0,10690,19222-41-4,526-95-4,133-42-6,,,,,,,,
DB13209,Bismuth subnitrate,1304-85-4,,73415757,1304-85-4,54392-33-5,,,,,,,,,
DB13231,Calcium lactate,814-80-2,13144.0,13144,814-80-2,5743-48-6,28305-25-1,,,,,,,,
DB13235,Perboric acid,14034-78-7,,114931,14034-78-7,,,,,,,,,,
DB13249,Magnesium silicate,1343-88-0,,72941442,1343-88-0,,,,,,,,,,
DB13257,Ferrous sulfate anhydrous,7720-78-7,62662.0,24393,7720-78-77782-63-0(heptahydrate),7720-78-7,16547-58-3,,,,,,,,
DB13268,Acetarsol,97-44-9,,1985,97-44-9,,,,,,,,,,
DB13269,Dichlorobenzyl alcohol,1777-82-8,,15684,1777-82-8,,,,,,,,,,
DB13306,Chlorquinaldol,72-80-0,,6301,72-80-0,,,,,,,,,,
DB13345,Dihydroergocristine,17479-19-5,,107715,17479-19-5,,,,,,,,,,
DB13346,Bufexamac,2438-72-4,2466.0,2466,2438-72-4,,,,,,,,,,
DB13421,Edoxudine,15176-29-1,66377.0,66377,15176-29-1,,,,,,,,,,
DB13444,Ioxitalamic acid,28179-44-4,,34536,28179-44-4,,,,,,,,,,
DB13501,Bendazac,20187-55-7,,2313,20187-55-7,,,,,,,,,,
DB13583,Mephenesin,59-47-2,,4059,59-47-2,,,,,,,,,,
DB13595,Almasilate,71205-22-6,131704329.0,131704329,71205-22-6,,,,,,,,,,
DB13615,Mifamurtide,838853-48-8,,123133557,838853-48-8,,,,,,,,,,
DB13620,Potassium gluconate,299-27-4,16760467.0,16760467,299-27-4,,,,,,,,,,
DB13707,Sodium tartrate,868-18-8,162637.0,162637,868-18-8,6106-24-7,51307-92-7,,,,,,,,
DB13747,Trolamine,102-71-6,7618.0,7618,102-71-6,9012-61-7,64114-46-1,,,,,,,,
DB13749,Magnesium gluconate,59625-89-7,71587201.0,71587201,59625-89-7,,,,,,,,,,
DB13751,Glycyrrhizic acid,1405-86-3,,14982,1405-86-3,69494-66-2,132215-36-2,,,,,,,,
DB13783,Acemetacin,53164-05-9,1981.0,1981,53164-05-9,,,,,,,,,,
DB13800,Calcium levulinate,591-64-0,,11578,591-64-0,,,,,,,,,,
DB13813,Iodoform,75-47-8,6374.0,6374,75-47-8,,,,,,,,,,
DB13853,Anethole trithione,532-11-6,2194.0,2194,532-11-6,,,,,,,,,,
DB13854,Gamolenic acid,506-26-3,,5280933,506-26-3,,,,,,,,,,
DB13867,Fluticasone,90566-53-3,,5311101,90566-53-3,,,,,,,,,,
DB13872,Lormetazepam,848-75-9,13314.0,13314,848-75-9,,,,,,,,,,
DB13873,Fenofibric acid,42017-89-0,64929.0,64929,42017-89-0,,,,,,,,,,
DB13874,Enasidenib,1446502-11-9,89683805.0,89683805,1446502-11-9,,,,,,,,,,
DB13878,Pibrentasvir,1353900-92-1,58031952.0,58031952,1353900-92-1,,,,,,,,,,
DB13879,Glecaprevir,1365970-03-1,66828839.0,66828839,1365970-03-1,,,,,,,,,,
DB13882,Methyl nicotinate,93-60-7,7151.0,7151,93-60-7,,,,,,,,,,
DB13908,Amylmetacresol,1300-94-3,,14759,1300-94-3,,,,,,,,,,
DB13909,Bismuth subgallate,99-26-3,,16682999,99-26-3,,,,,,,,,,
DB13925,Dotatate gallium Ga-68,1027785-90-5,,44400135,1027785-90-5,,,,,,,,,,
DB13928,Semaglutide,910463-68-2,,122189768,910463-68-2,,,,,,,,,,
DB13931,Netarsudil,1254032-66-0,,66599893,1254032-66-0,,,,,,,,,,
DB13943,Testosterone cypionate,58-20-8,,441404,58-20-8,,,,,,,,,,
DB13944,Testosterone enanthate,315-37-7,,9416,315-37-7,,,,,,,,,,
DB13946,Testosterone undecanoate,5949-44-0,,65157,5949-44-0,,,,,,,,,,
DB13949,Ferric cation,20074-52-6,,29936,20074-52-6,7439-89-6,,,,,,,,,
DB13952,Estradiol acetate,4245-41-4,9818306.0,9818306,4245-41-4,,,,,,,,,,
DB13953,Estradiol benzoate,50-50-0,222757.0,222757,50-50-0,,,,,,,,,,
DB13954,Estradiol cypionate,313-06-4,9403.0,9403,313-06-4,,,,,,,,,,
DB13955,Estradiol dienanthate,7732-97-0,,165688,7732-97-0,,,,,,,,,,
DB13956,Estradiol valerate,979-32-8,13791.0,13791,979-32-8,,,,,,,,,,
DB13960,Bronopol,52-51-7,,2450,52-51-7,,,,,,,,,,
DB13966,Isopropyl myristate,110-27-0,,8042,110-27-0,,,,,,,,,,
DB13967,Patent Blue,25305-77-5,,77074,3536-49-0,25305-77-5,,,,,,,,,
DB13985,Lutetium Lu 177 dotatate,437608-50-9,,76966897,437608-50-9,,,,,,,,,,
DB13987,Strontium chloride,10476-85-4,,5362485,10476-85-4,,,,,,,,,,
DB13995,Ferric pyrophosphate citrate,1802359-96-1,,145994608,1802359-96-1,,,,,,,,,,
DB13996,Magnesium acetate,142-72-3,,8896,142-72-3,,,,,,,,,,
DB13997,Baloxavir marboxil,1985606-14-1,,124081896,1985606-14-1,,,,,,,,,,
DB14001,alpha-Tocopherol succinate,4345-03-3,,20353,4345-03-3,17407-37-3,,,,,,,,,
DB14002,D-alpha-Tocopherol acetate,58-95-7,,86472,58-95-7,52225-20-4,7695-91-2,,,,,,,,
DB14006,Choline salicylate,2016-36-6,,54686350,2016-36-6,,,,,,,,,,
DB14007,Pentetic acid,67-43-6,,3053,67-43-6,,,,,,,,,,
DB14018,Bromotheophylline,10381-75-6,,11808,10381-75-6,,,,,,,,,,
DB14019,Fosnetupitant,1703748-89-3,,71544786,1703748-89-3,,,,,,,,,,
DB14020,Benzoin,119-53-9,,8400,119-53-9,8050-35-9,9000-05-9,579-44-2,,,,,,,
DB14033,Acetyl sulfisoxazole,80-74-0,6662.0,6662,80-74-0,,,,,,,,,,
DB14048,Sodium zirconium cyclosilicate,17141-74-1,,134694335,17141-74-1,,,,,,,,,,
DB14096,"1,2-icosapentoyl-sn-glycero-3-phosphoserine",,,76967405,,,,,,,,,,,
DB14185,Aripiprazole lauroxil,1259305-29-7,,49831411,1259305-29-7,,,,,,,,,,
DB14481,Calcium phosphate dihydrate,7789-77-7,,104805,7789-77-7,14567-92-1,,,,,,,,,
DB14482,Sodium ascorbate,134-03-2,,23667548,134-03-2,,,,,,,,,,
DB14483,Calcium ascorbate,5743-27-1,,54740489,5743-27-1,,,,,,,,,,
DB14484,Magnesium ascorbate,15431-40-0,,54682511,15431-40-0,,,,,,,,,,
DB14485,Zinc ascorbate,331242-75-2,,91667835,331242-75-2,151728-40-4,,,,,,,,,
DB14486,Niacinamide ascorbate,1987-71-9,,54710212,1987-71-9,,,,,,,,,,
DB14487,Zinc acetate,557-34-6,,11192,557-34-65970-45-6,557-34-6,,,,,,,,,
DB14488,Ferrous gluconate,299-29-6,9291.0,23616740,299-29-6,6047-12-7,,,,,,,,,
DB14489,Ferrous succinate,10030-90-7,159252.0,10464762,10030-90-7,,,,,,,,,,
DB14490,Ferrous ascorbate,24808-52-4,54710214.0,101033550,24808-52-4,,,,,,,,,,
DB14491,Ferrous fumarate,141-01-5,6433164.0,6433164,141-01-5,7705-12-6,14451-00-4,,,,,,,,
DB14498,Potassium acetate,127-08-2,,517044,127-08-2,,,,,,,,,,
DB14499,Potassium sulfate,7778-80-5,,24507,7778-80-5,10233-01-9,,,,,,,,,
DB14500,Potassium,7440-09-7,,5462222,7440-09-7,,,,,,,,,,
DB14501,Ferrous glycine sulfate,14729-84-1,167159.0,127024065,14729-84-1,,,,,,,,,,
DB14502,"Sodium phosphate, dibasic",7558-79-4,,24203,7558-79-4,,,,,,,,,,
DB14505,Sodium borate,1330-43-4,,10219853,1330-43-4,12267-73-1,,,,,,,,,
DB14507,Lithium citrate,919-16-4,,13520,919-16-4,6080-58-6,10377-38-5,,,,,,,,
DB14509,Lithium carbonate,554-13-2,,11125,554-13-2,,,,,,,,,,
DB14512,Mometasone furoate,83919-23-7,,441336,83919-23-7,,,,,,,,,,
DB14513,Magnesium,7439-95-4,,5462224,7439-95-4,,,,,,,,,,
DB14517,Aluminium phosphate,7784-30-7,,64655,7784-30-7,,,,,,,,,,
DB14518,Aluminum acetate,139-12-8,,8757,139-12-8,,,,,,,,,,
DB14520,Tetraferric tricitrate decahydrate,,,90478690,,,,,,,,,,,
DB14527,Chromic nitrate,13548-38-4,,24598,13548-38-4,,,,,,,,,,
DB14528,Chromium gluconate,33661-40-4,,71587119,33661-40-4,,,,,,,,,,
DB14529,Chromium nicotinate,64452-96-6,,9909912,64452-96-6,,,,,,,,,,
DB14530,Chromous sulfate,13825-86-0,,61686,13825-86-0,,,,,,,,,,
DB14533,Zinc chloride,7646-85-7,,3007855,7646-85-7,,,,,,,,,,
DB14539,Hydrocortisone acetate,50-03-3,5744.0,5744,50-03-3,53187-58-9,123902-40-9,,,,,,,,
DB14540,Hydrocortisone butyrate,13609-67-1,,26133,13609-67-1,,,,,,,,,,
DB14541,Hydrocortisone cypionate,508-99-6,,223253,508-99-6,,,,,,,,,,
DB14542,Hydrocortisone phosphate,3863-59-0,,441407,3863-59-0,6000-74-4,,,,,,,,,
DB14543,Hydrocortisone probutate,72590-77-3,636398.0,636398,72590-77-3,,,,,,,,,,
DB14544,Hydrocortisone valerate,57524-89-7,5282494.0,5282494,57524-89-7,,,,,,,,,,
DB14550,Gallium chloride Ga-67,,,73415785,,,,,,,,,,,
DB14568,Ivosidenib,1448347-49-6,,71657455,1448347-49-6,,,,,,,,,,
DB14583,Segesterone acetate,7759-35-5,,108059,7759-35-5,,,,,,,,,,
DB14598,Edetate calcium disodium anhydrous,62-33-9,6109.0,6093170,62-33-9,6766-87-6,23411-34-9,,,,,,,,
DB14600,Edetate disodium anhydrous,139-33-3,8759.0,8759,139-33-3,6381-92-6,,,,,,,,,
DB14631,Prednisolone phosphate,302-25-0,,72078,302-25-0,,,,,,,,,,
DB14669,Betamethasone phosphate,360-63-4,,107782,360-63-4,,,,,,,,,,
DB14723,Larotrectinib,1223403-58-4,,46188928,1223403-58-4,,,,,,,,,,
DB00781,Polymyxin B,1404-26-8,,49800004,1404-26-8,,,,,,,,,,
DB14754,Solriamfetol,178429-62-4,,10130337,178429-62-4,,,,,,,,,,
DB14761,Remdesivir,1809249-37-3,,121304016,1809249-37-3,,,,,,,,,,
DB14783,Diroximel fumarate,1577222-14-0,,73330464,1577222-14-0,,,,,,,,,,
DB14840,Ripretinib,1442472-39-0,,71584930,1442472-39-0,,,,,,,,,,
DB14845,Filgotinib,1206161-97-8,,49831257,1206161-97-8,,,,,,,,,,
DB14879,Cefiderocol,1225208-94-5,,77843966,1225208-94-5,,,,,,,,,,
DB14881,Oliceridine,1401028-24-7,,66553195,1401028-24-7,,,,,,,,,,
DB14895,Vibegron,1190389-15-1,,44472635,1190389-15-1,,,,,,,,,,
DB14914,Flortaucipir F-18,1522051-90-6,,70957463,1522051-90-6,,,,,,,,,,
DB14975,Voxelotor,1446321-46-5,,71602803,1446321-46-5,,,,,,,,,,
DB15035,Zanubrutinib,1691249-45-2,,135565884,1691249-45-2,,,,,,,,,,
DB15091,Upadacitinib,1310726-60-3,,58557659,1310726-60-3,,,,,,,,,,
DB15102,Pemigatinib,1513857-77-6,,86705695,1513857-77-6,,,,,,,,,,
DB15233,Avapritinib,1703793-34-3,,118023034,1703793-34-3,,,,,,,,,,
DB15305,Risdiplam,1825352-65-5,,118513932,1825352-65-5,,,,,,,,,,
DB15328,Ubrogepant,1374248-77-7,,68748835,1374248-77-7,,,,,,,,,,
DB15444,Elexacaftor,2216712-66-0,,134587348,2216712-66-0,,,,,,,,,,
DB15465,Benzhydrocodone,1259440-61-3,,76314940,1259440-61-3,,,,,,,,,,
DB15494,Edotreotide gallium Ga-68,2101630-92-4,,145994621,2101630-92-4,,,,,,,,,,
DB15566,Prednisolone acetate,52-21-1,5834.0,5834,52-21-1,,,,,,,,,,
DB15594,Brilliant blue G,6104-58-1,,6324599,6104-58-1,,,,,,,,,,
DB15598,Ferric maltol,33725-54-1,,169535,33725-54-1,,,,,,,,,,
DB15617,Ferric derisomaltose,1345510-43-1,,86278348,1345510-43-1,,,,,,,,,,
DB15685,Selpercatinib,2152628-33-4,,,2152628-33-4,,,,,,,,,,
DB15690,Fluoroestradiol F-18,94153-53-4,,,94153-53-4,,,,,,,,,,
DB15694,Cedazuridine,1141397-80-9,,,1141397-80-9,,,,,,,,,,
DB15822,Pralsetinib,2097132-94-8,,,2097132-94-8,,,,,,,,,,
DB15873,Copper oxodotreotide Cu-64,1426155-87-4,,,1426155-87-4,,,,,,,,,,
DB15982,Berotralstat,1809010-50-1,,,1809010-50-1,,,,,,,,,,
DB16019,Gallium Ga-68 gozetotide,1906894-20-9,,,1906894-20-9,,,,,,,,,,
